阿巴卡韋	aa[ek ba[ku ka[ub ww[hh
氯化銨基汞軟膏	lv[qx hx[rq an[jg ji[qt gs[gu rr[id gc[wk
氯化氨基汞軟膏	lv[qx hx[rq an[qg ji[qt gs[gu rr[id gc[wk
氯化銨片	lv[qx hx[rq an[jg pm[pu
氯化銨溶液	lv[qx hx[rq an[jg rs[dx ye[dw
氯化巴馬汀	lv[qx hx[rq ba[ku ma[vv tk[dd
氯化膽鹼	lv[qx hx[rq dj[oo jm[ew
綠花倒提壺鹼	lv[sx hx[cr dc[rh ti[fo hu[uy jm[ew
氯化鈣	lv[qx hx[rq gd[jx
氯化鈣溴化鈉	lv[qx hx[rq gd[jx xq[dz hx[rq na[jk
氯化鈣溴化鈉注射液	lv[qx hx[rq gd[jx xq[dz hx[rq na[jk vu[dd ue[uc ye[dw
氯化鈣注射液	lv[qx hx[rq gd[jx vu[dd ue[uc ye[dw
氯化甘脲	lv[qx hx[rq gj[nh nn[ou
氯化鈷	lv[qx hx[rq gu[jg
氯化琥珀膽鹼	lv[qx hx[rq hu[wh po[wb dj[oo jm[ew
氯化琥珀膽鹼注射液	lv[qx hx[rq hu[wh po[wb dj[oo jm[ew vu[dd ue[uc ye[dw
氯化鉀	lv[qx hx[rq jx[jo
氯化鉀緩釋片	lv[qx hx[rq jx[jo hr[sa ui[py pm[pu
氯化鉀環戊噻嗪	lv[qx hx[rq jx[jo hr[wb wu[iv sd[kg qb[ks
氯化鉀環戊噻嗪緩釋片	lv[qx hx[rq jx[jo hr[wb wu[iv sd[kg qb[ks hr[sa ui[py pm[pu
氯化鉀顆粒	lv[qx hx[rq jx[jo ke[oy li[ml
氯化鉀控釋片	lv[qx hx[rq jx[jo ks[fx ui[py pm[pu
氯化鉀氯化鈉注射液	lv[qx hx[rq jx[jo lv[qx hx[rq na[jk vu[dd ue[uc ye[dw
氯化鉀片	lv[qx hx[rq jx[jo pm[pu
氯化鉀葡萄糖	lv[qx hx[rq jx[jo pu[cb tc[cb th[mg
氯化鉀葡萄糖注射液	lv[qx hx[rq jx[jo pu[cb tc[cb th[mg vu[dd ue[uc ye[dw
氯化鉀溶液	lv[qx hx[rq jx[jo rs[dx ye[dw
氯化鉀注射液	lv[qx hx[rq jx[jo vu[dd ue[uc ye[dw
氯化硫胺	lv[qx hx[rq lq[ew an[og
氯化鎂	lv[qx hx[rq mw[jb
氯化鎂四水合物	lv[qx hx[rq mw[jb si[we uv[uu he[rh wu[nb
氯化鈉	lv[qx hx[rq na[jk
氯化鈉滴眼液	lv[qx hx[rq na[jk di[dl yj[mg ye[dw
氯化鈉非軟袋單管單塞	lv[qx hx[rq na[jk fw[su rr[id dd[ry dj[bo gr[vg dj[bo sd[gt
氯化鈉非軟袋雙管雙塞	lv[qx hx[rq na[jk fw[su rr[id dd[ry ul[yy gr[vg ul[yy sd[gt
氯化鈉溶液	lv[qx hx[rq na[jk rs[dx ye[dw
氯化鈉軟袋雙管雙塞	lv[qx hx[rq na[jk rr[id dd[ry ul[yy gr[vg ul[yy sd[gt
氯化鈉塑料瓶	lv[qx hx[rq na[jk su[nt ln[md pk[bw
氯化鈉注射液	lv[qx hx[rq na[jk vu[dd ue[uc ye[dw
氯化溶菌酶	lv[qx hx[rq rs[dx jy[cw mw[yr
氯化銫	lv[qx hx[rq se[jd
氯化筒箭毒鹼	lv[qx hx[rq ts[vk jm[vb du[fm jm[ew
氯化筒箭毒鹼注射液	lv[qx hx[rq ts[vk jm[vb du[fm jm[ew vu[dd ue[uc ye[dw
氯化物檢查法	lv[qx hx[rq wu[nb jm[ar ia[ao fa[dt
氯化鋅	lv[qx hx[rq xb[jl
氯化血紅素	lv[qx hx[rq xt[pm hs[sg su[fy
氯化亞汞	lv[qx hx[rq ya[hy gs[gu
氯化亞鉈注射液	lv[qx hx[rq ya[hy ta[jg vu[dd ue[uc ye[dw
氯化亞錫凍幹品	lv[qx hx[rq ya[hy xi[jo ds[dq gj[hu pb[kk
氯環利嗪	lv[qx hr[wb li[hd qb[ks
氯環利嗪片	lv[qx hr[wb li[hd qb[ks pm[pu
氯環利嗪乳膏	lv[qx hr[wb li[hd qb[ks ru[av gc[wk
氯磺丙脲	lv[qx hl[eg bk[hk nn[ou
氯磺丙脲片	lv[qx hl[eg bk[hk nn[ou pm[pu
氯己定	lv[qx ji[kv dk[gp
氯己定苯佐卡因	lv[qx ji[kv dk[gp bf[ca zo[ru ka[ub yb[wd
氯己定苯佐卡因含片	lv[qx ji[kv dk[gp bf[ca zo[ru ka[ub yb[wd hj[rk pm[pu
氯己定碘	lv[qx ji[kv dk[gp dm[ed
氯己定含漱劑	lv[qx ji[kv dk[gp hj[rk uu[dh ji[wd
氯己定含漱液	lv[qx ji[kv dk[gp hj[rk uu[dh ye[dw
氯己定甲硝唑乳膏	lv[qx ji[kv dk[gp jx[ou xn[ex zo[kr ru[av gc[wk
氯己啶溶液	lv[qx ji[kv dk[kg rs[dx ye[dw
氯己定溶液	lv[qx ji[kv dk[gp rs[dx ye[dw
氯己定軟膏	lv[qx ji[kv dk[gp rr[id gc[wk
氯己定栓	lv[qx ji[kv dk[gp ur[ar
氯己定貼	lv[qx ji[kv dk[gp tp[bb
氯己定貼膏	lv[qx ji[kv dk[gp tp[bb gc[wk
氯己定痔瘡栓	lv[qx ji[kv dk[gp vi[bt il[br ur[ar
綠及咳喘	lv[sx ji[pv ke[kw ir[ku
綠及咳喘顆粒	lv[sx ji[pv ke[kw ir[ku ke[oy li[ml
氯己烷	lv[qx ji[kv wj[hg
氯甲環酸膠囊	lv[qx jx[ou hr[wb sr[ys jn[ol nh[hk
氯甲酮	lv[qx jx[ou ts[yk
氯甲西泮	lv[qx jx[ou xi[hk pj[db
驢膠補血	lv[mh jn[ol bu[yb xt[pm
驢膠補血顆粒	lv[mh jn[ol bu[yb xt[pm ke[oy li[ml
綠膠黴戊糖	lv[sx jn[ol mw[yr wu[iv th[mg
氯解磷定	lv[qx jp[dd lb[em dk[gp
氯解磷定注射液	lv[qx jp[dd lb[em dk[gp vu[dd ue[uc ye[dw
氯咖甘片	lv[qx ka[kl gj[nh pm[pu
氯咖黃敏膠囊	lv[qx ka[kl hl[gy mb[rw jn[ol nh[hk
氯咖黃敏片	lv[qx ka[kl hl[gy mb[rw pm[pu
氯卡麻	lv[qx ka[ub ma[ga
律克	lv[ry ke[ge
氯喹	lv[qx kv[kd
氯奎	lv[qx kv[dt
氯喹那多	lv[qx kv[kd na[ve do[xx
氯喹那多普羅雌烯	lv[qx kv[kd na[ve do[xx pu[bo lo[sx ci[vv xi[hi
氯喹那多普羅雌烯陰道片	lv[qx kv[kd na[ve do[xx pu[bo lo[sx ci[vv xi[hi yb[eo dc[bz pm[pu
氯雷酊	lv[qx lw[yt dk[yd
氯雷他定	lv[qx lw[yt ta[ry dk[gp
氯雷他定分散片	lv[qx lw[yt ta[ry dk[gp ff[bd sj[gw pm[pu
氯雷他定膠囊	lv[qx lw[yt ta[ry dk[gp jn[ol nh[hk
氯雷他定咀嚼片	lv[qx lw[yt ta[ry dk[gp ju[kq jt[ka pm[pu
氯雷他定顆粒	lv[qx lw[yt ta[ry dk[gp ke[oy li[ml
氯雷他定泡騰片	lv[qx lw[yt ta[ry dk[gp pc[db tg[ob pm[pu
氯雷他定片	lv[qx lw[yt ta[ry dk[gp pm[pu
氯雷他定糖漿	lv[qx lw[yt ta[ry dk[gp th[mg jl[du
氯雷他定偽麻黃鹼	lv[qx lw[yt ta[ry dk[gp ww[rd ma[ga hl[gy jm[ew
氯雷他定偽麻黃鹼緩釋片	lv[qx lw[yt ta[ry dk[gp ww[rd ma[ga hl[gy jm[ew hr[sa ui[py pm[pu
氯雷偽麻緩釋膠囊	lv[qx lw[yt ww[rd ma[ga hr[sa ui[py jn[ol nh[hk
綠藜安	lv[sx li[ch an[gn
綠藜蘆鹼	lv[sx li[ch lu[ch jm[ew
氯離子轉移	lv[qx li[wk zi[lh vr[ie yi[hx
氯膦酸二鈉	lv[qx lb[om sr[ys er[hh na[jk
氯膦酸二鈉膠囊	lv[qx lb[om sr[ys er[hh na[jk jn[ol nh[hk
氯膦酸二鈉片	lv[qx lb[om sr[ys er[hh na[jk pm[pu
氯膦酸而鈉注射液	lv[qx lb[om sr[ys er[ek na[jk vu[dd ue[uc ye[dw
氯膦酸二鈉注射液	lv[qx lb[om sr[ys er[hh na[jk vu[dd ue[uc ye[dw
氯柳酊	lv[qx lq[ap dk[yd
驢騾	lv[mh lo[mt
氯麻滴鼻液	lv[qx ma[ga di[dl bi[zt ye[dw
氯馬斯汀	lv[qx ma[vv si[qj tk[dd
鋁鎂	lv[jk mw[jb
鋁鎂顛茄	lv[jk mw[jb dm[uy qp[cl
鋁鎂顛茄片	lv[jk mw[jb dm[uy qp[cl pm[pu
鋁鎂混懸液	lv[jk mw[jb hy[do xr[qx ye[dw
鋁鎂加	lv[jk mw[jb jx[lk
鋁鎂加混懸液	lv[jk mw[jb jx[lk hy[do xr[qx ye[dw
鋁鎂咀嚼片	lv[jk mw[jb ju[kq jt[ka pm[pu
鋁鎂匹林	lv[jk mw[jb pi[ke lb[aa
鋁鎂匹林片	lv[jk mw[jb pi[ke lb[aa pm[pu
鋁鎂司	lv[jk mw[jb si[vh
鋁鎂司片	lv[jk mw[jb si[vh pm[pu
氯黴素	lv[qx mw[yr su[fy
氯黴素搽劑	lv[qx mw[yr su[fy ia[fc ji[wd
氯黴素滴耳液	lv[qx mw[yr su[fy di[dl er[hu ye[dw
氯黴素地塞米松滴耳液	lv[qx mw[yr su[fy di[ty sd[gt mi[ba ss[ab di[dl er[hu ye[dw
氯黴素滴眼液	lv[qx mw[yr su[fy di[dl yj[mg ye[dw
氯黴素耳栓	lv[qx mw[yr su[fy er[hu ur[ar
氯黴素耳丸	lv[qx mw[yr su[fy er[hu wj[jd
氯黴素甘油	lv[qx mw[yr su[fy gj[nh yz[dy
氯黴素甘油滴耳劑	lv[qx mw[yr su[fy gj[nh yz[dy di[dl er[hu ji[wd
氯黴素混懸液	lv[qx mw[yr su[fy hy[do xr[qx ye[dw
氯黴素膠囊	lv[qx mw[yr su[fy jn[ol nh[hk
氯黴素膠丸	lv[qx mw[yr su[fy jn[ol wj[jd
氯黴素可的松滴眼液	lv[qx mw[yr su[fy ke[dk di[bb ss[ab di[dl yj[mg ye[dw
氯黴素控釋眼丸	lv[qx mw[yr su[fy ks[fx ui[py yj[mg wj[jd
氯黴素片	lv[qx mw[yr su[fy pm[pu
氯黴素潑尼松片	lv[qx mw[yr su[fy po[dv ni[ub ss[ab pm[pu
氯黴素氫化可的松	lv[qx mw[yr su[fy qk[qs hx[rq ke[dk di[bb ss[ab
氯黴素軟膠囊	lv[qx mw[yr su[fy rr[id jn[ol nh[hk
氯黴素水楊酸洗劑	lv[qx mw[yr su[fy uv[uu yh[av sr[ys xi[dn ji[wd
氯黴素眼膏	lv[qx mw[yr su[fy yj[mg gc[wk
氯黴素乙酰基轉移酶	lv[qx mw[yr su[fy yi[vv xm[yn ji[qt vr[ie yi[hx mw[yr
氯黴素乙酰基轉移酶基因	lv[qx mw[yr su[fy yi[vv xm[yn ji[qt vr[ie yi[hx mw[yr ji[qt yb[wd
氯黴素陰道軟膠囊	lv[qx mw[yr su[fy yb[eo dc[bz rr[id jn[ol nh[hk
氯黴素注射液	lv[qx mw[yr su[fy vu[dd ue[uc ye[dw
氯美扎酮	lv[qx mw[bw va[fv ts[yk
氯美扎酮片	lv[qx mw[bw va[fv ts[yk pm[pu
綠梅止瀉	lv[sx mw[ar vi[uh xp[dg
綠梅止瀉顆粒	lv[sx mw[ar vi[uh xp[dg ke[oy li[ml
氯醚避孕	lv[qx mi[ym bi[uz yy[nz
氯米芬	lv[qx mi[ba ff[cf
氯米芬膠囊	lv[qx mi[ba ff[cf jn[ol nh[hk
氯米芬片	lv[qx mi[ba ff[cf pm[pu
氯米帕明	lv[qx mi[ba pa[jb mk[oo
氯咪帕明片	lv[qx mi[km pa[jb mk[oo pm[pu
氯米帕明片	lv[qx mi[ba pa[jb mk[oo pm[pu
氯米帕明注射液	lv[qx mi[ba pa[jb mk[oo vu[dd ue[uc ye[dw
綠慕安	lv[sx mu[cx an[gn
鋁鈉顛茄	lv[jk na[jk dm[uy qp[cl
鋁鈉顛茄片	lv[jk na[jk dm[uy qp[cl pm[pu
氯尼他秦	lv[qx ni[ub ta[ry qb[sh
綠膿桿菌	lv[sx ns[og gj[ag jy[cw
綠膿桿菌免疫血漿	lv[sx ns[og gj[ag jy[cw mm[dk yi[bj xt[pm jl[du
綠膿桿菌診斷血清	lv[sx ns[og gj[ag jy[cw vf[yr dr[mj xt[pm qk[df
綠膿桿菌製劑	lv[sx ns[og gj[ag jy[cw vi[nd ji[wd
綠濃菌素	lv[sx ns[dg jy[cw su[fy
氯諾昔康	lv[qx no[yc xi[go kh[gx
氯諾昔康分散片	lv[qx no[yc xi[go kh[gx ff[bd sj[gw pm[pu
氯諾昔康片	lv[qx no[yc xi[go kh[gx pm[pu
氯哌丁片	lv[qx pd[kp dk[hu pm[pu
氯哌噻噸	lv[qx pd[kp sd[kg dy[kt
氯哌斯汀	lv[qx pd[kp si[qj tk[dd
氯哌唑酮	lv[qx pd[kp zo[kr ts[yk
濾泡	lv[dh pc[db
綠袍	lv[sx pc[yb
綠袍散	lv[sx pc[yb sj[gw
濾泡生成	lv[dh pc[db ug[pf ig[wv
濾泡型成釉細胞瘤	lv[dh pc[db xk[kt ig[wv yz[py xi[st bc[ob lq[bp
濾泡周圍區帶	lv[dh pc[db vz[kt ww[ww qu[ki dd[cj
氯培他松	lv[qx pw[tl ta[ry ss[ab
氯潑尼醇	lv[qx po[dv ni[ub iy[yw
氯普魯卡因	lv[qx pu[bo lu[yo ka[ub yb[wd
氯普噻噸	lv[qx pu[bo sd[kg dy[kt
氯普噻噸片	lv[qx pu[bo sd[kg dy[kt pm[pu
氯普噻噸注射液	lv[qx pu[bo sd[kg dy[kt vu[dd ue[uc ye[dw
氯普唑侖	lv[qx pu[bo zo[kr ly[rb
氯羥喹	lv[qx ql[ys kv[kd
氯屈膦酸二鈉	lv[qx qu[ui lb[om sr[ys er[hh na[jk
氯屈膦酸二鈉膠囊	lv[qx qu[ui lb[om sr[ys er[hh na[jk jn[ol nh[hk
氯屈膦酸二鈉片	lv[qx qu[ui lb[om sr[ys er[hh na[jk pm[pu
氯屈膦酸二鈉注射液	lv[qx qu[ui lb[om sr[ys er[hh na[jk vu[dd ue[uc ye[dw
綠絨蒿	lv[sx rs[sg hc[cw
綠茸益血	lv[sx rs[ce yi[bm xt[pm
綠茸益血膠囊	lv[sx rs[ce yi[bm xt[pm jn[ol nh[hk
氯噻平	lv[qx sd[kg pk[hb
氯噻嗪	lv[qx sd[kg qb[ks
氯噻酮	lv[qx sd[kg ts[yk
氯噻酮片	lv[qx sd[kg ts[yk pm[pu
氯噻西泮	lv[qx sd[kg xi[hk pj[db
氯沙坦	lv[qx ua[dx tj[to
氯沙坦鉀	lv[qx ua[dx tj[to jx[jo
氯沙坦鉀片	lv[qx ua[dx tj[to jx[jo pm[pu
氯沙坦鉀氫氯噻嗪	lv[qx ua[dx tj[to jx[jo qk[qs lv[qx sd[kg qb[ks
氯沙坦鉀氫氯噻嗪片	lv[qx ua[dx tj[to jx[jo qk[qs lv[qx sd[kg qb[ks pm[pu
驢腎	lv[mh uf[uo
氯腎丁	lv[qx uf[uo dk[hu
鋁石榴子石激光器	lv[jk ui[ek lq[ap zi[lh ui[ek ji[db gl[xe qi[kq
氯四環素	lv[qx si[we hr[wb su[fy
氯司替勃	lv[qx si[vh ti[eo bo[ul
呂宋果	lv[kk ss[ga go[oa
鋁塑複合封口墊片	lv[jk su[nt fu[ro he[rh fg[tc kz[uv dm[ft pm[pu
鋁塑複合密封墊片	lv[jk su[nt fu[ro he[rh mi[gu fg[tc dm[ft pm[pu
鋁酸鉍	lv[jk sr[ys bi[jx
鋁碳酸鎂	lv[jk tj[eu sr[ys mw[jb
鋁碳酸鎂混懸劑	lv[jk tj[eu sr[ys mw[jb hy[do xr[qx ji[wd
鋁碳酸鎂咀嚼片	lv[jk tj[eu sr[ys mw[jb ju[kq jt[ka pm[pu
鋁碳酸鎂顆粒	lv[jk tj[eu sr[ys mw[jb ke[oy li[ml
鋁碳酸鎂片	lv[jk tj[eu sr[ys mw[jb pm[pu
氯碳頭孢	lv[qx tj[eu tz[dd bc[zb
氯替含漱液	lv[qx ti[eo hj[rk uu[dh ye[dw
氯替洗液	lv[qx ti[eo xi[dn ye[dw
綠汀諾	lv[sx tk[dd no[yc
綠尾草定	lv[sx ww[um cc[co dk[gp
氯烯雌醚	lv[qx xi[hi ci[vv mi[ym
氯烯雌醚滴丸	lv[qx xi[hi ci[vv mi[ym di[dl wj[jd
氯烯亞甲孕酮醋酸酯	lv[qx xi[hi ya[hy jx[ou yy[nz ts[yk cu[yg sr[ys vi[yb
氯硝柳胺	lv[qx xn[ex lq[ap an[og
氯硝柳胺片	lv[qx xn[ex lq[ap an[og pm[pu
氯硝西泮	lv[qx xn[ex xi[hk pj[db
氯硝西泮片	lv[qx xn[ex xi[hk pj[db pm[pu
氯硝西泮注射液	lv[qx xn[ex xi[hk pj[db vu[dd ue[uc ye[dw
氯鋅油	lv[qx xb[jl yz[dy
氯溴異氰酸	lv[qx xq[dz yi[kc qk[qf sr[ys
綠雪	lv[sx xt[yx
綠雪膠囊	lv[sx xt[yx jn[ol nh[hk
氯氧喹	lv[qx yh[qy kv[kd
氯氧喹膠囊	lv[qx yh[qy kv[kd jn[ol nh[hk
氯氧三嗪	lv[qx yh[qy sj[hh qb[ks
氯已定甲硝唑乳膏	lv[qx yi[kv dk[gp jx[ou xn[ex zo[kr ru[av gc[wk
氯已定溶液	lv[qx yi[kv dk[gp rs[dx ye[dw
氯已定軟膏	lv[qx yi[kv dk[gp rr[id gc[wk
氯已定塗膜	lv[qx yi[kv dk[gp tu[dr mo[oc
氯已定痔瘡栓	lv[qx yi[kv dk[gp vi[bt il[br ur[ar
氯乙烷	lv[qx yi[vv wj[hg
氯乙烯	lv[qx yi[vv xi[hi
氯乙酰膽鹼	lv[qx yi[vv xm[yn dj[oo jm[ew
氯乙酰基	lv[qx yi[vv xm[yn ji[qt
綠櫻膏	lv[sx yk[ab gc[wk
鋁皁	lv[jk zc[bq
氯針菌素	lv[qx vf[ju jy[cw su[fy
綠支安	lv[sx vi[uy an[gn
濾紙商品名稱	lv[dh vi[su uh[lk pb[kk mk[xk ig[hd
綠珠蛋白尿	lv[sx vu[wp dj[pi bd[po nn[uu
綠子活血化瘀	lv[sx zi[lh ho[dq xt[pm hx[rq yu[bf
綠子活血化瘀茶	lv[sx zi[lh ho[dq xt[pm hx[rq yu[bf ia[cr
氯唑沙宗	lv[qx zo[kr ua[dx zs[ge
氯唑沙宗膠囊	lv[qx zo[kr ua[dx zs[ge jn[ol nh[hk
氯唑沙宗片	lv[qx zo[kr ua[dx zs[ge pm[pu
氯唑西林	lv[qx zo[kr xi[hk lb[aa
氯唑西林鈉	lv[qx zo[kr xi[hk lb[aa na[jk
氯唑西林鈉膠囊	lv[qx zo[kr xi[hk lb[aa na[jk jn[ol nh[hk
氯唑西林鈉顆粒	lv[qx zo[kr xi[hk lb[aa na[jk ke[oy li[ml
嗎苯丁酯	ma[km bf[ca dk[hu vi[yb
麻痺擴瞳劑	ma[ga bi[bt ko[fg ts[ml ji[wd
麻痺性	ma[ga bi[bt xk[xp
麻痺性腸梗阻	ma[ga bi[bt xk[xp ih[ov gg[ah zu[eq
麻痺性瞼外翻	ma[ga bi[bt xk[xp jm[mr wd[xb fj[px
馬鞭草	ma[vv bm[gr cc[co
馬鞭糖	ma[vv bm[gr th[mg
馬鞭烯酮	ma[vv bm[gr xi[hi ts[yk
馬檳榔	ma[vv bk[ag lh[al
馬勃	ma[vv bo[ul
馬菜	ma[vv cd[ca
馬齒莧	ma[vv ii[vr xm[cj
馬齒莧片	ma[vv ii[vr xm[cj pm[pu
馬德隆畸形	ma[vv de[ru ls[ew ji[td xk[kp
嗎丁啉	ma[km dk[hu lb[ka
馬兜鈴	ma[vv dz[pe lk[jr
馬兜鈴酸	ma[vv dz[pe lk[jr sr[ys
嗎多明	ma[km do[xx mk[oo
嗎多明片	ma[km do[xx mk[oo pm[pu
嗎多明氣霧劑	ma[km do[xx mk[oo qi[rh wu[yw ji[wd
馬爾蓋涅骨盆骨折	ma[vv er[dx gd[bm np[do gu[ko pf[fm gu[ko ve[fj
馬爾尼菲青黴	ma[vv er[dx ni[ub fw[cf qk[fo mw[yr
瑪爾雅	ma[wm er[dx ya[yv
嗎啡	ma[km fw[kf
嗎啡阿托品注射液	ma[km fw[kf aa[ek to[fp pb[kk vu[dd ue[uc ye[dw
嗎啡緩釋片	ma[km fw[kf hr[sa ui[py pm[pu
嗎啡甲溴化物	ma[km fw[kf jx[ou xq[dz hx[rq wu[nb
嗎啡控釋片	ma[km fw[kf ks[fx ui[py pm[pu
嗎啡片	ma[km fw[kf pm[pu
嗎啡中毒	ma[km fw[kf vs[ku du[fm
嗎啡注射液	ma[km fw[kf vu[dd ue[uc ye[dw
馬蜂溶血肽	ma[vv fg[iw rs[dx xt[pm td[od
麻瘋樹毒蛋白	ma[ga fg[bf uu[ay du[fm dj[pi bd[po
麻風細胞	ma[ga fg[ji xi[st bc[ob
媽富隆	ma[nm fu[gh ls[ew
媽富隆片	ma[nm fu[gh ls[ew pm[pu
馬根維顯	ma[vv gf[ag ww[sv xm[oy
麻桂感冒	ma[ga gv[at gj[wx mc[om
麻桂感冒丸	ma[ga gv[at gj[wx mc[om wj[jd
麻黃	ma[ga hl[gy
麻黃附子細辛湯	ma[ga hl[gy fu[er zi[lh xi[st xb[lu th[dv
麻黃根	ma[ga hl[gy gf[ag
麻黃加術湯	ma[ga hl[gy jx[lk uu[ad th[dv
麻黃鹼	ma[ga hl[gy jm[ew
麻黃鹼苯海拉明	ma[ga hl[gy jm[ew bf[ca hd[dr la[fl mk[oo
麻黃鹼苯海拉明片	ma[ga hl[gy jm[ew bf[ca hd[dr la[fl mk[oo pm[pu
麻黃鹼滴鼻液	ma[ga hl[gy jm[ew di[dl bi[zt ye[dw
麻黃鹼可的松滴鼻液	ma[ga hl[gy jm[ew ke[dk di[bb ss[ab di[dl bi[zt ye[dw
麻黃鹼糖漿	ma[ga hl[gy jm[ew th[mg jl[du
麻黃鹼注射液	ma[ga hl[gy jm[ew vu[dd ue[uc ye[dw
麻黃浸膏	ma[ga hl[gy jb[dx gc[wk
麻黃絨	ma[ga hl[gy rs[sg
麻黃素滴鼻液	ma[ga hl[gy su[fy di[dl bi[zt ye[dw
麻黃素注射液	ma[ga hl[gy su[fy vu[dd ue[uc ye[dw
麻黃湯	ma[ga hl[gy th[dv
麻黃杏仁甘草石膏湯	ma[ga hl[gy xk[ak rf[re gj[nh cc[co ui[ek gc[wk th[dv
麻黃止嗽	ma[ga hl[gy vi[uh sz[kh
麻黃止嗽丸	ma[ga hl[gy vi[uh sz[kh wj[jd
麻姜	ma[ga jl[bn
麻姜顆粒	ma[ga jl[bn ke[oy li[ml
嗎拉胺中間體	ma[km la[fl an[og vs[ku jm[mo ti[ra
馬拉硫磷	ma[vv la[fl lq[ew lb[em
馬拉瑟上皮剩餘	ma[vv la[fl se[wx uh[bh pi[vp ug[qd yu[re
馬來二醛	ma[vv ld[hm er[hh qr[yc
馬來醛	ma[vv ld[hm qr[yc
馬來酸	ma[vv ld[hm sr[ys
馬來酸阿奇黴素	ma[vv ld[hm sr[ys aa[ek qi[dk mw[yr su[fy
馬來酸阿扎他啶	ma[vv ld[hm sr[ys aa[ek va[fv ta[ry dk[kg
馬來酸氨氯地平	ma[vv ld[hm sr[ys an[qg lv[qx di[ty pk[hb
馬來酸氨氯地平膠囊	ma[vv ld[hm sr[ys an[qg lv[qx di[ty pk[hb jn[ol nh[hk
馬來酸氨氯地平片	ma[vv ld[hm sr[ys an[qg lv[qx di[ty pk[hb pm[pu
馬來酸苯噻啶	ma[vv ld[hm sr[ys bf[ca sd[kg dk[kg
馬來酸丙氯拉嗪	ma[vv ld[hm sr[ys bk[hk lv[qx la[fl qb[ks
馬來酸丙酰奮乃靜	ma[vv ld[hm sr[ys bk[hk xm[yn ff[dt nd[vp jk[fd
馬來酸丙酰馬嗪	ma[vv ld[hm sr[ys bk[hk xm[yn ma[vv qb[ks
馬來酸醋奮乃靜	ma[vv ld[hm sr[ys cu[yg ff[dt nd[vp jk[fd
馬來酸多潘立酮	ma[vv ld[hm sr[ys do[xx pj[dp li[lh ts[yk
馬來酸多潘立酮片	ma[vv ld[hm sr[ys do[xx pj[dp li[lh ts[yk pm[pu
馬來酸二甲茚定	ma[vv ld[hm sr[ys er[hh jx[ou yb[cp dk[gp
馬來酸非尼拉敏	ma[vv ld[hm sr[ys fw[su ni[ub la[fl mb[rw
馬來酸非尼拉敏鹽酸萘甲唑啉	ma[vv ld[hm sr[ys fw[su ni[ub la[fl mb[rw yj[tm sr[ys nd[cd jx[ou zo[kr lb[ka
馬來酸氟伏沙明	ma[vv ld[hm sr[ys fu[qf fu[rq ua[dx mk[oo
馬來酸氟伏沙明片	ma[vv ld[hm sr[ys fu[qf fu[rq ua[dx mk[oo pm[pu
馬來酸桂丙齊特	ma[vv ld[hm sr[ys gv[at bk[hk qi[wp te[nt
馬來酸桂哌齊啡注射液	ma[vv ld[hm sr[ys gv[at pd[kp qi[wp fw[kf vu[dd ue[uc ye[dw
馬來酸桂哌齊特	ma[vv ld[hm sr[ys gv[at pd[kp qi[wp te[nt
馬來酸桂哌齊特注射液	ma[vv ld[hm sr[ys gv[at pd[kp qi[wp te[nt vu[dd ue[uc ye[dw
馬來酸甲麥角新鹼	ma[vv ld[hm sr[ys jx[ou md[fw jn[do xb[lj jm[ew
馬來酸卡比沙明	ma[vv ld[hm sr[ys ka[ub bi[bb ua[dx mk[oo
馬來酸硫乙拉嗪	ma[vv ld[hm sr[ys lq[ew yi[vv la[fl qb[ks
馬來酸羅格列酮	ma[vv ld[hm sr[ys lo[sx ge[aw lp[hd ts[yk
馬來酸羅格列酮片	ma[vv ld[hm sr[ys lo[sx ge[aw lp[hd ts[yk pm[pu
馬來酸氯苯那敏	ma[vv ld[hm sr[ys lv[qx bf[ca na[ve mb[rw
馬來酸氯苯那敏滴丸	ma[vv ld[hm sr[ys lv[qx bf[ca na[ve mb[rw di[dl wj[jd
馬來酸氯苯那敏控釋膠囊	ma[vv ld[hm sr[ys lv[qx bf[ca na[ve mb[rw ks[fx ui[py jn[ol nh[hk
馬來酸氯苯那敏片	ma[vv ld[hm sr[ys lv[qx bf[ca na[ve mb[rw pm[pu
馬來酸氯苯那敏注射液	ma[vv ld[hm sr[ys lv[qx bf[ca na[ve mb[rw vu[dd ue[uc ye[dw
馬來酸氯波必利	ma[vv ld[hm sr[ys lv[qx bo[dp bi[xp li[hd
馬來酸麥角新鹼	ma[vv ld[hm sr[ys md[fw jn[do xb[lj jm[ew
馬來酸麥角新鹼注射液	ma[vv ld[hm sr[ys md[fw jn[do xb[lj jm[ew vu[dd ue[uc ye[dw
馬來酸美吡拉敏	ma[vv ld[hm sr[ys mw[bw bi[kb la[fl mb[rw
馬來酸咪達唑侖	ma[vv ld[hm sr[ys mi[km da[dz zo[kr ly[rb
馬來酸咪達唑侖片	ma[vv ld[hm sr[ys mi[km da[dz zo[kr ly[rb pm[pu
馬來酸哌克昔林	ma[vv ld[hm sr[ys pd[kp ke[ge xi[go lb[aa
馬來酸哌克昔林片	ma[vv ld[hm sr[ys pd[kp ke[ge xi[go lb[aa pm[pu
馬來酸曲美布汀	ma[vv ld[hm sr[ys qu[ou mw[bw bu[uj tk[dd
