阿比可糖	aa[ek bi[bb ke[dk th[mg
居間生長	ju[ug jm[mo ug[pf vh[ph
居間序列	ju[ug jm[mo xu[gy lp[hd
局漿分泌	ju[uv jl[du ff[bd mi[dx
鋸角甲	ju[ju jn[do jx[ou
具角狀突起葉	ju[jb jn[do vl[dq tu[xq qi[zk ye[ku
巨結腸根治術	ju[kk jp[su ih[ov gf[ag vi[ds uu[ad
菊苣酸	ju[cb ju[ck sr[ys
咀嚼囊	ju[kq jt[ka nh[hk
咀嚼粘膜	ju[kq jt[ka nm[mb mo[oc
咀嚼器	ju[kq jt[ka qi[kq
具橛神經胞	ju[jb jt[ai uf[uo jk[ss bc[ob
咀嚼生理學	ju[kq jt[ka ug[pf li[wo xt[xz
咀嚼式	ju[kq jt[ka ui[qg
咀嚼系統	ju[kq jt[ka xi[py ts[sw
咀嚼效能	ju[kq jt[ka xn[lw ng[sb
咀嚼循環	ju[kq jt[ka xy[rp hr[wb
咀嚼運動	ju[kq jt[ka yy[ez ds[el
咀嚼作用	ju[kq jt[ka zo[rv ys[ou
巨頦畸形	ju[kk ke[wy ji[td xk[kp
菊科植物的瘦果	ju[cb ke[hd vi[au wu[nb de[bb uz[bj go[oa
聚賴氨酸	ju[ep ld[hd an[qg sr[ys
具稜	ju[jb lg[at
距離變換法	ju[zk li[wk bm[yy hr[fd fa[dt
距離感受器	ju[zk li[wk gj[wx uz[ay qi[kq
距離限量	ju[zk li[wk xm[eg ll[oh
具兩類花	ju[jb ll[hk lw[md hx[cr
具兩條	ju[jb ll[hk tn[wa
鋸隆頭魚精蛋白	ju[ju ls[ew tz[dd yu[dt jk[mf dj[pi bd[po
桔黴素	ju[au mw[yr su[fy
局泌	ju[uv mi[dx
聚醚抗生素	ju[ep mi[ym kh[fw ug[pf su[fy
聚醚橡膠印模材料	ju[ep mi[ym xl[ad jn[ol yb[pe mu[ac cd[ac ln[md
局泌作用	ju[uv mi[dx zo[rv ys[ou
聚免疫球蛋白受體	ju[ep mm[dk yi[bj qq[wh dj[pi bd[po uz[ay ti[ra
聚木糖	ju[ep mu[ub th[mg
具囊孢子	ju[jb nh[hk bc[zb zi[lh
巨尿道	ju[kk nn[uu dc[bz
聚尿苷酸	ju[ep nn[uu gj[cg sr[ys
具偶核的細胞	ju[jb ou[ro he[aw de[bb xi[st bc[ob
巨膀胱綜合徵	ju[kk ph[ol gl[ox zs[sg he[rh vg[rh
桔皮苷	ju[au pi[vp gj[cg
桔皮苷酶	ju[au pi[vp gj[cg mw[yr
桔皮素	ju[au pi[vp su[fy
桔皮徵	ju[au pi[vp vg[rh
鋸器	ju[ju qi[kq
桔青黴	ju[au qk[fo mw[yr
巨球蛋白	ju[kk qq[wh dj[pi bd[po
巨球蛋白血癥	ju[kk qq[wh dj[pi bd[po xt[pm vg[bh
居群	ju[ug qy[xy
巨染色體	ju[kk rj[da se[db ti[ra
巨乳房	ju[kk ru[av fh[hf
聚乳糖胺	ju[ep ru[av th[mg an[og
聚傘花序	ju[ep sj[rb hx[cr xu[gy
聚傘圓椎花序	ju[ep sj[rb yr[wk vv[av hx[cr xu[gy
聚傘圓椎花序狀	ju[ep sj[rb yr[wk vv[av hx[cr xu[gy vl[dq
聚傘狀傘形花序	ju[ep sj[rb vl[dq sj[rb xk[kp hx[cr xu[gy
聚傘總狀花序	ju[ep sj[rb zs[bx vl[dq hx[cr xu[gy
巨舌	ju[kk ue[qk
巨腎盞	ju[kk uf[uo vj[jm
聚生體	ju[ep ug[pf ti[ra
拒食劑	ju[fk ui[rl ji[wd
巨噬細胞	ju[kk ui[kv xi[st bc[ob
巨噬細胞活化因子	ju[kk ui[kv xi[st bc[ob ho[dq hx[rq yb[wd zi[lh
巨噬細胞趨化因子	ju[kk ui[kv xi[st bc[ob qu[zd hx[rq yb[wd zi[lh
巨噬細胞生長因子	ju[kk ui[kv xi[st bc[ob ug[pf vh[ph yb[wd zi[lh
巨噬細胞細胞毒因子	ju[kk ui[kv xi[st bc[ob xi[st bc[ob du[fm yb[wd zi[lh
巨噬細胞移動試驗	ju[kk ui[kv xi[st bc[ob yi[hx ds[el ui[yq yj[mr
巨噬細胞抑制因子	ju[kk ui[kv xi[st bc[ob yi[fp vi[nd yb[wd zi[lh
巨噬細胞源生長因子	ju[kk ui[kv xi[st bc[ob yr[di ug[pf vh[ph yb[wd zi[lh
菊石亞綱	ju[cb ui[ek ya[hy gh[sk
巨輸尿管	ju[kk uu[ir nn[uu gr[vg
聚四氟乙烯塑料商品名	ju[ep si[we fu[qf yi[vv xi[hi su[nt ln[md uh[lk pb[kk mk[xk
具隨體染色體	ju[jb sv[eu ti[ra rj[da se[db ti[ra
聚羧酸鹽粘固劑	ju[ep so[ys sr[ys yj[tm vj[mb gu[wg ji[wd
聚糖	ju[ep th[mg
菊糖	ju[cb th[mg
巨糖脂	ju[kk th[mg vi[ob
具體群落	ju[jb ti[ra qy[xy lo[cd
具條紋根	ju[jb tn[wa wf[sw gf[ag
具外輪對萼雄蕊	ju[jb wd[xb ly[ir dv[yc ee[ck xs[uv rv[cx
具維管束植物	ju[jb ww[sv gr[vg uu[hk vi[au wu[nb
居維葉氏導管	ju[ug ww[sv ye[ku ui[pq dc[kc gr[vg
居維葉氏管	ju[ug ww[sv ye[ku ui[pq gr[vg
居維葉氏器	ju[ug ww[sv ye[ku ui[pq qi[kq
鉅細胞	ju[kk xi[st bc[ob
鉅細胞病毒	ju[kk xi[st bc[ob bk[bh du[fm
鉅細胞病毒感染	ju[kk xi[st bc[ob bk[bh du[fm gj[wx rj[da
鉅細胞肉芽腫	ju[kk xi[st bc[ob rz[kr ya[cy vs[ov
鉅細胞透明血管病	ju[kk xi[st bc[ob tz[hz mk[oo xt[pm gr[vg bk[bh
鉅細胞性動脈炎	ju[kk xi[st bc[ob xk[xp ds[el md[od yj[hh
鉅細胞性牙齦瘤	ju[kk xi[st bc[ob xk[xp ya[hv yb[vg lq[bp
具吸管攪拌釜	ju[jb xi[kj gr[vg jn[fx bj[fb fu[bw
具狹隔的果實	ju[jb xx[qj ge[eh de[bb go[oa ui[gd
聚酰胺板	ju[ep xm[yn an[og bj[ap
具腺柄	ju[jb xm[ob bk[ah
聚腺苷酸	ju[ep xm[ob gj[cg sr[ys
聚腺苷酸化	ju[ep xm[ob gj[cg sr[ys hx[rq
侷限化	ju[uv xm[eg hx[rq
巨纖維	ju[kk xm[sq ww[sv
侷限性腸炎	ju[uv xm[eg xk[xp ih[ov yj[hh
侷限性淋巴管瘤	ju[uv xm[eg xk[xp lb[da ba[ku gr[vg lq[bp
侷限性皮膚結核	ju[uv xm[eg xk[xp pi[vp fu[oe jp[su he[aw
侷限性神經纖維瘤	ju[uv xm[eg xk[xp uf[uo jk[ss xm[sq ww[sv lq[bp
侷限性血管角化瘤	ju[uv xm[eg xk[xp xt[pm gr[vg jn[do hx[rq lq[bp
侷限性硬皮病	ju[uv xm[eg xk[xp yk[eh pi[vp bk[bh
侷限性掌跖角化病	ju[uv xm[eg xk[xp vh[xf vi[ze jn[do hx[rq bk[bh
侷限性脂肪萎縮	ju[uv xm[eg xk[xp vi[ob fh[of ww[ch so[sg
侷限性轉導	ju[uv xm[eg xk[xp vr[ie dc[kc
聚心皮果	ju[ep xb[dv pi[vp go[oa
巨型染色體	ju[kk xk[kt rj[da se[db ti[ra
巨型細菌	ju[kk xk[kt xi[st jy[cw
巨性現象	ju[kk xk[xp xm[wj xl[dk
巨型性	ju[kk xk[kt xk[xp
巨型葉	ju[kk xk[kt ye[ku
巨型有核紅細胞	ju[kk xk[kt yz[uo he[aw hs[sg xi[st bc[ob
具亞基柱	ju[jb ya[hy ji[qt vu[ad
具亞氣囊	ju[jb ya[hy qi[rh nh[hk
巨牙症	ju[kk ya[hv vg[bh
聚氧	ju[ep yh[qy
聚陽離子	ju[ep yh[eo li[wk zi[lh
聚藥	ju[ep yc[cs
聚藥式	ju[ep yc[cs ui[qg
聚翼薄壁組織	ju[ep yi[xt bc[cd bi[ut zu[sq vi[sk
聚乙二醇	ju[ep yi[vv er[hh iy[yw
菊一酸	ju[cb yi[hh sr[ys
聚乙烯吡咯烷酮	ju[ep yi[vv xi[hi bi[kb lo[kw wj[hg ts[yk
聚乙烯基	ju[ep yi[vv xi[hi ji[qt
聚乙酰氨基葡糖	ju[ep yi[vv xm[yn an[qg ji[qt pu[cb th[mg
具翼種子	ju[jb yi[xt vs[hv zi[lh
巨陰莖	ju[kk yb[eo jk[cs
聚陰離子	ju[ep yb[eo li[wk zi[lh
具緣垂毛	ju[jb yr[sv iv[ph mc[sv
具緣紋孔	ju[jb yr[sv wf[sw ks[zv
巨藻	ju[kk zc[cd
局灶性黑變	ju[uv zc[ht xk[xp hw[sd bm[yy
局灶性上皮增生	ju[uv zc[ht xk[xp uh[bh pi[vp zg[tb ug[pf
局灶症狀	ju[uv zc[ht vg[bh vl[dq
具掌狀脈	ju[jb vh[xf vl[dq md[od
巨肢	ju[kk vi[ou
巨趾	ju[kk vi[zv
巨指	ju[kk vi[fb
巨痣	ju[kk vi[bu
局質分泌	ju[uv vi[pu ff[bd mi[dx
巨趾畸形	ju[kk vi[zv ji[td xk[kp
巨指畸形	ju[kk vi[fb ji[td xk[kp
聚脂屏網式濾器	ju[ep vi[ob pk[ub wh[ki ui[qg lv[dh qi[kq
具周	ju[jb vz[kt
具皺紋的楊酸	ju[jb vz[dp wf[sw de[bb yh[av sr[ys
居住病毒	ju[ug vu[rd bk[bh du[fm
居住或休息的場所	ju[ug vu[rd ho[gk xq[ra xi[zx de[bb ih[tv so[pj
具贅物	ju[jb vv[fb wu[nb
卷柏目	jr[be bd[ab mu[we
卷柏石松鹼	jr[be bd[ab ui[ek ss[ab jm[ew
捲纏刺絲囊	jr[be ij[sg ci[cd si[sh nh[hk
卷帶孢子	jr[be dd[cj bc[zb zi[lh
卷疊式	jr[be dp[yq ui[qg
卷蛾科	jr[be ee[ip ke[hd
卷莢	jr[be jx[cj
卷鞘	jr[be qn[gx
捲曲螺旋	jr[be qu[ou lo[it xr[fr
捲曲黴素纏黴素	jr[be qu[ou mw[yr su[fy ij[sg mw[yr su[fy
捲曲係數	jr[be qu[ou xi[py uu[mw
捲曲值	jr[be qu[ou vi[ru
卷線形	jr[be xm[sj xk[kp
卷挾	jr[be xp[fj
卷鬚黴素	jr[be xu[py mw[yr su[fy
捲旋孢子	jr[be xr[fr bc[zb zi[lh
卷枝	jr[be vi[au
卷枝吸胞	jr[be vi[au xi[kj bc[ob
爵床科	jt[ag il[ga ke[hd
決定簇	jt[dv dk[gp cu[vf
決定子	jt[dv dk[gp zi[lh
絕對變性反應	jt[sd dv[yc bm[yy xk[xp fj[py yk[gx
絕對的白細胞增多	jt[sd dv[yc de[bb bd[po xi[st bc[ob zg[tb do[xx
絕對構型	jt[sd dv[yc gz[ab xk[kt
絕對免疫性	jt[sd dv[yc mm[dk yi[bj xk[xp
絕對性缺損突變體	jt[sd dv[yc xk[xp qt[pv sy[fk tu[xq bm[yy ti[ra
絕對閾	jt[sd dv[yc yu[mg
絕對專一性	jt[sd dv[yc vr[ev yi[hh xk[xp
絕經後期	jt[sd jk[ss hz[pk qi[qo
絕經期皮膚角化病	jt[sd jk[ss qi[qo pi[vp fu[oe jn[do hx[rq bk[bh
絕經前期	jt[sd jk[ss qm[bo qi[qo
蕨類植物學	jt[ci lw[md vi[au wu[nb xt[xz
覺器	jt[xj qi[kq
蕨時代	jt[ci ui[oc dd[rq
駃騠	jt[[ ti[[
絕氧脫氫酶	jt[sd yh[qy to[ob qk[qs mw[yr
蕨藻屬	jt[ci zc[cd uu[up
蕨狀裸子植物亞綱	jt[ci vl[dq lo[yo zi[lh vi[au wu[nb ya[hy gh[sk
掘足綱	jt[fu zu[kv gh[sk
菌斑控制	jy[cw bj[ww ks[fx vi[nd
菌斑顯示劑	jy[cw bj[ww xm[oy ui[ex ji[wd
菌斑指數	jy[cw bj[ww vi[fb uu[mw
菌胞體	jy[cw bc[ob ti[ra
菌表抗原	jy[cw bn[fy kh[fw yr[ib
菌柄	jy[cw bk[ah
菌叢	jy[cw cs[rh
菌蛋白	jy[cw dj[pi bd[po
均等不離開	jy[tb dg[vt bu[eu li[wk kd[hc
均等成熟分裂	jy[tb dg[vt ig[wv uu[wd ff[bd lp[hy
均等分佈	jy[tb dg[vt ff[bd bu[uj
均等分離	jy[tb dg[vt ff[bd li[wk
均等分裂	jy[tb dg[vt ff[bd lp[hy
均等分裂期	jy[tb dg[vt ff[bd lp[hy qi[qo
均等減數分裂	jy[tb dg[vt jm[dw uu[mw ff[bd lp[hy
均等離開	jy[tb dg[vt li[wk kd[hc
均等卵裂	jy[tb dg[vt lr[pe lp[hy
均低聚物	jy[tb di[ru ju[ep wu[nb
菌蓋	jy[cw gd[bm
菌蓋絲膜	jy[cw gd[bm si[sh mo[oc
菌根	jy[cw gf[ag
菌根層擔子菌	jy[cw gf[ag cg[ue dj[fo zi[lh jy[cw
菌根瘤	jy[cw gf[ag lq[bp
菌根營養	jy[cw gf[ag yk[ck yh[yp
菌根真菌的叢枝狀吸胞	jy[cw gf[ag vf[uj jy[cw de[bb cs[rh vi[au vl[dq xi[kj bc[ob
菌管	jy[cw gr[vg
菌核	jy[cw he[aw
菌核狀	jy[cw he[aw vl[dq
菌核座	jy[cw he[aw zo[gr
均衡期	jy[tb hg[rd qi[qo
菌紅素	jy[cw hs[sg su[fy
菌環	jy[cw hr[wb
菌膠糖	jy[cw jn[ol th[mg
菌膠團	jy[cw jn[ol tr[wc
菌膠團塊	jy[cw jn[ol tr[wc kk[tv
菌界	jy[cw jp[tr
均聚體	jy[tb ju[ep ti[ra
均可傳染於人	jy[tb ke[dk ir[re rj[da yu[eu rf[pd
菌蕾	jy[cw lw[cy
均裂	jy[tb lp[hy
龜裂殺菌素	jy[do lp[hy ua[ia jy[cw su[fy
菌落	jy[cw lo[cd
菌落刺激因子	jy[cw lo[cd ci[cd ji[db yb[wd zi[lh
菌落計數器	jy[cw lo[cd ji[yu uu[mw qi[kq
菌落局變	jy[cw lo[cd ju[uv bm[yy
菌落庫	jy[cw lo[cd ku[gi
菌落突變	jy[cw lo[cd tu[xq bm[yy
菌落突變型	jy[cw lo[cd tu[xq bm[yy xk[kt
菌落形成單位	jy[cw lo[cd xk[kp ig[wv dj[bo ww[rl
菌落原位雜交	jy[cw lo[cd yr[ib ww[rl za[ja jn[li
菌綠素	jy[cw lv[sx su[fy
菌毛	jy[cw mc[sv
菌毛素	jy[cw mc[sv su[fy
菌苗	jy[cw mn[ct
菌苗接種	jy[cw mn[ct jp[fl vs[hv
菌膜	jy[cw mo[oc
菌膜網	jy[cw mo[oc wh[ki
菌幕	jy[cw mu[cj
菌幕被果型	jy[cw mu[cj bw[yp go[oa xk[kt
菌裙	jy[cw qy[yx
菌群	jy[cw qy[xy
菌群失調性腸炎	jy[cw qy[xy ui[pe tn[yk xk[xp ih[ov yj[hh
均染區	jy[tb rj[da qu[ki
菌絨	jy[cw rs[sg
菌肉	jy[cw rz[kr
菌傘	jy[cw sj[rb
均三甲基苯磺酰氯	jy[tb sj[hh jx[ou ji[qt bf[ca hl[eg xm[yn lv[qx
菌絲	jy[cw si[sh
菌絲孢子	jy[cw si[sh bc[zb zi[lh
菌絲層	jy[cw si[sh cg[ue
菌絲段	jy[cw si[sh dr[pj
菌絲或細胞	jy[cw si[sh ho[gk xi[st bc[ob
菌絲聯結現象	jy[cw si[sh lm[eb jp[su xm[wj xl[dk
菌絲瘤	jy[cw si[sh lq[bp
菌絲輪	jy[cw si[sh ly[ir
菌絲球體	jy[cw si[sh qq[wh ti[ra
菌絲束	jy[cw si[sh uu[hk
菌絲索	jy[cw si[sh so[uy
菌絲體	jy[cw si[sh ti[ra
菌絲體生長	jy[cw si[sh ti[ra ug[pf vh[ph
菌絲體生長阻隔現象	jy[cw si[sh ti[ra ug[pf vh[ph zu[eq ge[eh xm[wj xl[dk
菌絲體素	jy[cw si[sh ti[ra su[fy
菌絲磚	jy[cw si[sh vr[ee
菌素	jy[cw su[fy
菌髓	jy[cw sv[gu
菌髓板	jy[cw sv[gu bj[ap
菌索	jy[cw so[uy
菌索基	jy[cw so[uy ji[qt
菌體	jy[cw ti[ra
菌體抗原	jy[cw ti[ra kh[fw yr[ib
菌體凝集抗原	jy[cw ti[ra nk[db ji[va kh[fw yr[ib
菌蛻	jy[cw tv[ib
菌托	jy[cw to[fp
均細胞質	jy[tb xi[st bc[ob vi[pu
均一性	jy[tb yi[hh xk[xp
菌癭	jy[cw yk[bb
均勻堆積密度	jy[tb yy[bd dv[tv ji[hk mi[gu du[gn
菌褶	jy[cw ve[yx
菌褶原	jy[cw ve[yx yr[ib
菌質	jy[cw vi[pu
均質性白斑	jy[tb vi[pu xk[xp bd[po bj[ww
均質性抗體	jy[tb vi[pu xk[xp kh[fw ti[ra
菌種體	jy[cw vs[hv ti[ra
菌株	jy[cw vu[ap
菌株保持	jy[cw vu[ap bc[rk ii[ft
菌株保存	jy[cw vu[ap bc[rk cy[uz
菌株改良	jy[cw vu[ap gd[kw ll[dg
菌株退化	jy[cw vu[ap tv[gz hx[rq
菌株穩定性	jy[cw vu[ap wf[hd dk[gp xk[xp
菌紫素	jy[cw zi[vy su[fy
菌作用	jy[cw zo[rv ys[ou
卡巴粒	ka[ub ba[ku li[ml
卡賓體	ka[ub bb[gq ti[ra
卡波西肉瘤	ka[ub bo[dp xi[hk rz[kr lq[bp
卡波西水痘樣疹	ka[ub bo[dp xi[hk uv[uu dz[bd yh[ay vf[br
卡擦任鹼	ka[ub ca[fg rf[rq jm[ew
卡爾龐捷環	ka[ub er[dx ph[gy jp[fh hr[wb
卡爾群落	ka[ub er[dx qy[xy lo[cd
卡爾文氏循環	ka[ub er[dx wf[wi ui[pq xy[rp hr[wb
卡爾文循環	ka[ub er[dx wf[wi xy[rp hr[wb
卡方檢驗	ka[ub fh[dw jm[ar yj[mr
咖啡鹼	ka[kl fw[kf jm[ew
咖啡牛奶色斑	ka[kl fw[kf nq[pf nd[nn se[db bj[ww
咖啡牛奶色素斑	ka[kl fw[kf nq[pf nd[nn se[db su[fy bj[ww
卡芬太尼	ka[ub ff[cf td[dd ni[ub
卡環臂	ka[ub hr[wb bi[uo
卡環固位	ka[ub hr[wb gu[wg ww[rl
卡環體	ka[ub hr[wb ti[ra
卡拉黴素	ka[ub la[fl mw[yr su[fy
咔啉	ka[ku lb[ka
咔啉二氮芴	ka[ku lb[ka er[hh dj[qh wu[cb
卡隆噬菌體	ka[ub ls[ew ui[kv jy[cw ti[ra
卡隆載體	ka[ub ls[ew zd[ti ti[ra
卡那黴素	ka[ub na[ve mw[yr su[fy
咖坡明鹼	ka[kl po[tp mk[oo jm[ew
卡薩巴赫	ka[ub sa[ce ba[ku he[tt
卡氏枝孢黴	ka[ub ui[pq vi[au bc[zb mw[yr
卡索尼試驗	ka[ub so[uy ni[ub ui[yq yj[mr
卡塔格納三聯徵	ka[ub ta[tc ge[aw na[sk sj[hh lm[eb vg[rh
卡他性炎	ka[ub ta[ry xk[xp yj[hh
卡文迪什實驗室	ka[ub wf[wi di[yz ui[ru ui[gd yj[mr ui[gh
開大肌	kd[hc da[hr ji[oj
凱恩斯分子	kd[uj en[wx si[qj ff[bd zi[lh
凱恩斯模型	kd[uj en[wx si[qj mo[ac xk[kt
開放傳粉	kd[hc fh[fw ir[re ff[mf
開放點滴法	kd[hc fh[fw dm[bd di[dl fa[dt
開放管異種酶反應器	kd[hc fh[fw gr[vg yi[kc vs[hv mw[yr fj[py yk[gx qi[kq
開放管柱	kd[hc fh[fw gr[vg vu[ad
開放基因	kd[hc fh[fw ji[qt yb[wd
開放皮瓣	kd[hc fh[fw pi[vp bj[lp
開放傷	kd[hc fh[fw uh[rr
開放性顱骨骨折	kd[hc fh[fw xk[xp lu[by gu[ko gu[ko ve[fj
開放性腦創傷清創術	kd[hc fh[fw xk[xp nc[ow il[rd uh[rr qk[df il[rd uu[ad
開放性氣胸	kd[hc fh[fw xk[xp qi[rh xs[ob
開放性群體	kd[hc fh[fw xk[xp qy[xy ti[ra
開放引流	kd[hc fh[fw yb[gu lq[dw
開放閱讀框	kd[hc fh[fw yt[mb du[yu kl[ak
開放裝置	kd[hc fh[fw vl[dy vi[su
開關基因	kd[hc gr[bt ji[qt yb[wd
開花受精	kd[hc hx[cr uz[ay jk[mf
開花誘導	kd[hc hx[cr yz[yh dc[kc
開環鬆弛	kd[hc hr[wb ss[ab ii[gy
開口管道系統	kd[hc kz[uv gr[vg dc[bz xi[py ts[sw
開口印模	kd[hc kz[uv yb[pe mo[ac
開闊群叢	kd[hc ko[md qy[xy cs[rh
開闊群落	kd[hc ko[md qy[xy lo[cd
開闊群系	kd[hc ko[md qy[xy xi[py
開闊水面	kd[hc ko[md uv[uu mm[ew
凱拉增生性紅斑	kd[uj la[fl zg[tb ug[pf xk[xp hs[sg bj[ww
開鏈	kd[hc lm[ji
開鏈賴氨素	kd[hc lm[ji ld[hd an[qg su[fy
開顱術	kd[hc lu[by uu[ad
開面冠	kd[hc mm[ew gr[ge
凱氏	kd[uj ui[pq
開始呈現綠色	kd[hc ui[ns ig[kw xm[wj lv[sx se[db
凱氏帶	kd[uj ui[pq dd[cj
凱氏加厚	kd[uj ui[pq jx[lk hz[io
開式循環	kd[hc ui[qg xy[rp hr[wb
開胸肺活檢	kd[hc xs[ob fw[oh ho[dq jm[ar
開胸術	kd[hc xs[ob uu[ad
開胸心臟按壓	kd[hc xs[ob xb[dv zh[og an[fg ya[it
坎貝爾模型	kj[td bw[kr er[dx mo[ac xk[kt
坎底辛	kj[td di[gu xb[lu
堪非醇	kj[tq fw[su iy[yw
看家基因	kj[fm jx[gu ji[qt yb[wd
坎寧安蝕斑技術	kj[td nk[gd an[gn ui[ui bj[ww ji[fu uu[ad
坎珀線	kj[td po[wb xm[sj
坎塔布里亞	kj[td ta[tc bu[uj li[ot ya[hy
莰烷	kj[ct wj[hg
莰烷衍生物	kj[ct wj[hg yj[rd ug[pf wu[nb
莰烯	kj[ct xi[hi
抗癌劑	kh[fw ai[bk ji[wd
抗癌基因	kh[fw ai[bk ji[qt yb[wd
抗癌黴素	kh[fw ai[bk mw[yr su[fy
抗癌藥物	kh[fw ai[bk yc[cs wu[nb
糠秕馬拉色菌	kh[mg bi[hb ma[vv la[fl se[db jy[cw
抗病毒劑	kh[fw bk[bh du[fm ji[wd
抗病毒素	kh[fw bk[bh du[fm su[fy
抗病性	kh[fw bk[bh xk[xp
抗補體抗體	kh[fw bu[yb ti[ra kh[fw ti[ra
抗不育因子	kh[fw bu[eu yu[wo yb[wd zi[lh
抗糙皮病維生素	kh[fw cc[mn pi[vp bk[bh ww[sv ug[pf su[fy
抗糙皮病因子	kh[fw cc[mn pi[vp bk[bh yb[wd zi[lh
抗赤黴素	kh[fw ii[ty mw[yr su[fy
抗出血維生素	kh[fw iu[ck xp[pm ww[sv ug[pf su[fy
抗出血因子	kh[fw iu[ck xp[pm yb[wd zi[lh
抗刺激法	kh[fw ci[cd ji[db fa[dt
抗刺激劑	kh[fw ci[cd ji[db ji[wd
抗雌激素	kh[fw ci[vv ji[db su[fy
抗磁體	kh[fw ci[eb ti[ra
抗促甲狀腺激素	kh[fw cu[rz jx[ou vl[dq xm[ob ji[db su[fy
抗促凝血酶原酶	kh[fw cu[rz nk[db xt[pm mw[yr yr[ib mw[yr
抗催化劑	kh[fw cv[ru hx[rq ji[wd
抗代謝物	kh[fw dd[rq xp[yu wu[nb
抗蛋白酶	kh[fw dj[pi bd[po mw[yr
抗滴蟲黴素	kh[fw di[dl is[ks mw[yr su[fy
抗凍蛋白	kh[fw ds[dq dj[pi bd[po
抗凍肽	kh[fw ds[dq td[od
抗凍糖蛋白	kh[fw ds[dq th[mg dj[pi bd[po
抗凍糖肽	kh[fw ds[dq th[mg td[od
抗毒防衛素	kh[fw du[fm fh[ef ww[eh su[fy
抗毒劑	kh[fw du[fm ji[wd
抗毒素	kh[fw du[fm su[fy
抗毒素抗	kh[fw du[fm su[fy kh[fw
抗獨特型抗體	kh[fw du[qi te[nt xk[kt kh[fw ti[ra
抗獨特型學說	kh[fw du[qi te[nt xk[kt xt[xz uo[yb
抗多發性神經炎素	kh[fw do[xx fa[vy xk[xp uf[uo jk[ss yj[hh su[fy
康多萊昂手術	kh[gx do[xx ld[cl ah[op uz[su uu[ad
抗放射性	kh[fw fh[fw ue[uc xk[xp
康復程序	kh[gx fu[ro ig[hk xu[gy
康復方案	kh[gx fu[ro fh[dw an[ga
抗副交感神經藥	kh[fw fu[hd jn[li gj[wx uf[uo jk[ss yc[cs
康復評定	kh[gx fu[ro pk[yp dk[gp
抗輻射效應	kh[fw fu[ih ue[uc xn[lw yk[gx
抗輻射性	kh[fw fu[ih ue[uc xk[xp
康復心理學	kh[gx fu[ro xb[dv li[wo xt[xz
康復諮詢	kh[gx fu[ro zi[dk xy[yb
抗乾眼病因子	kh[fw gj[hu yj[mg bk[bh yb[wd zi[lh
抗乾眼醇	kh[fw gj[hu yj[mg iy[yw
抗乾眼烯	kh[fw gj[hu yj[mg xi[hi
抗乾眼因子	kh[fw gj[hu yj[mg yb[wd zi[lh
抗高血壓劑	kh[fw gc[wk xt[pm ya[it ji[wd
抗佝僂病素	kh[fw gz[rb lz[rm bk[bh su[fy
抗佝僂病因子	kh[fw gz[rb lz[rm bk[bh yb[wd zi[lh
抗寒性	kh[fw hj[gd xk[xp
抗旱性	kh[fw hj[og xk[xp
抗壞血病維生素	kh[fw hk[tb xt[pm bk[bh ww[sv ug[pf su[fy
抗壞血酸	kh[fw hk[tb xt[pm sr[ys
抗壞血酸氧化酶	kh[fw hk[tb xt[pm sr[ys yh[qy hx[rq mw[yr
抗壞血酸原	kh[fw hk[tb xt[pm sr[ys yr[ib
抗黃體溶解蛋白	kh[fw hl[gy ti[ra rs[dx jp[dd dj[pi bd[po
抗活化劑	kh[fw ho[dq hx[rq ji[wd
抗寄生	kh[fw ji[gd ug[pf
抗寄生蟲免疫	kh[fw ji[gd ug[pf is[ks mm[dk yi[bj
抗激素	kh[fw ji[db su[fy
抗基彎曲	kh[fw ji[qt wj[yg qu[ou
抗肌萎縮蛋白	kh[fw ji[oj ww[ch so[sg dj[pi bd[po
抗甲狀腺劑	kh[fw jx[ou vl[dq xm[ob ji[wd
抗腳氣病維生素	kh[fw jn[ot qi[rh bk[bh ww[sv ug[pf su[fy
抗膠原抗血清	kh[fw jn[ol yr[ib kh[fw xt[pm qk[df
抗結核菌素	kh[fw jp[su he[aw jy[cw su[fy
抗結核血清	kh[fw jp[su he[aw xt[pm qk[df
亢進期	kh[wj jb[ez qi[qo
抗精神病藥物	kh[fw jk[mf uf[uo bk[bh yc[cs wu[nb
抗精子毒素	kh[fw jk[mf zi[lh du[fm su[fy
抗菌免疫	kh[fw jy[cw mm[dk yi[bj
抗菌術	kh[fw jy[cw uu[ad
抗菌素	kh[fw jy[cw su[fy
抗菌肽	kh[fw jy[cw td[od
抗菌物	kh[fw jy[cw wu[nb
抗抗體	kh[fw kh[fw ti[ra
抗抗體複合物	kh[fw kh[fw ti[ra fu[ro he[rh wu[nb
康奎胺鹼	kh[gx kv[dt an[og jm[ew
康拉迪病	kh[gx la[fl di[yz bk[bh
抗痢夾竹桃鹼	kh[fw li[bh jx[hb vu[rr tc[av jm[ew
抗利尿激素	kh[fw li[hd nn[uu ji[db su[fy
抗利尿素	kh[fw li[hd nn[uu su[fy
抗利尿作用	kh[fw li[hd nn[uu zo[rv ys[ou
抗力形	kh[fw li[vp xk[kp
抗鏈球菌溶血素	kh[fw lm[ji qq[wh jy[cw rs[dx xt[pm su[fy
